startup_name,batch,source,is_stealth_mode,stealth_indicators,data_completeness_score,website,page_title,contact_email,description,is_ai_related,ai_confidence_score,linkedin,twitter,github
Korro Inc,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Impressivo,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
HUMM Technologies,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Eyelevel.ai,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://eyelevelai.com,,,,,,,,
Empire Biotechnologies,Unknown,Berkeley SkyDeck,False,no_social_media,0.55,https://empirebiotechnologies.com,Penetrex Türkiye İncelemesi – Kas ve Eklem Ağrıları İçin Etkili Kremi Keşfedin!,,"🧴 Ürün Adı Penetrex 🌍 Hedef Pazar Türkiye 📦 Ürün Türü Ağrı Giderici Krem 🧪 Aktif Bileşenler Arnika, MSM, Boswellia Serrata 🏭 Üretici Penetrex™ LLC 🛒 Satın Alma Online mağazalar Penetrex, özellikle kas-iskelet sistemi kaynaklı ağrıların giderilmesinde kullanılan topikal bir kremdir. Amerika'da geliştirilmiş olan bu ürün, ağrı kesici ve iltihap giderici özellikleriyle bilinir. Türkiye'de de",False,0.0,,,
Examus,Unknown,Berkeley SkyDeck,False,,0.8,https://examus.com,AI Proctoring & Secure Online Exams for Governments & Enterprises | TrustExam.ai,,"TrustExam.ai is an AI-powered exam integrity platform for governments, universities, and enterprises. Secure online exams with real-time content protection, identity verification, and audit-ready reporting.",True,0.4,https://www.linkedin.com/company/trustexam/,https://x.com/trustexam,
Workep,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.4,https://workep.co,Workep Blog EN,Gantt-chart-workep@2x-1.png,,,,,,
Wavelength Global,Unknown,Berkeley SkyDeck,True,"no_website, no_description, no_social_media, low_completeness",0.0,,,,,,,,,
Telos.AI,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://telosai.com,,,,,,,,
SuperAnnotate AI,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://superannotateai.com,,,,,,,,
Ottometric,Unknown,Berkeley SkyDeck,False,,0.7,https://ottometric.com,Ottometric - Data-Driven ADAS Automotive Intelligence,,"Ottometric turns road, track, HiL/SiL, and simulation data into structured, audit-ready evidence that accelerates reviews and lowers ADAS program cost.",False,0.0,https://www.linkedin.com/company/ottometric/,,
Obviously,Unknown,Berkeley SkyDeck,False,no_social_media,0.55,https://obviously.com,Obviously Enterprises,,Obviously Enterprises Home Inspection and Accessory Dwelling Unit Consulting,False,0.0,,,
Grovf,Unknown,Berkeley SkyDeck,False,no_social_media,0.65,https://grovf.com,Home - Grovf,info@grovf.com,"Grovf Provides AI Infrastructure Back End Fabric IP, Chiplet, and NIC Running on 400/800Gbps Ethernet",True,0.4,,,
Empowerly,Unknown,Berkeley SkyDeck,False,,0.8,https://empowerly.com,Empowerly: Expert College Counseling & Admissions Guidance,cropped-Empowerly_Artboard-2@2x-1-270x270.png,Empowerly helps students navigate their admissions journey to top colleges with a 98% success rate. Talk to an enrollment specialist today and get started.,False,0.0,https://www.linkedin.com/company/empowerly/,,
DocuVision,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://docuvision.com,,,,,,,,
DeepScribe,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://deepscribe.com,,,,,,,,
DevSpace,Unknown,Berkeley SkyDeck,True,"no_description, no_social_media",0.3,https://devspace.co,,,,,,,,
Concha Labs,Unknown,Berkeley SkyDeck,False,,0.8,https://conchalabs.com,Concha Labs™ - Personalized Hearing that is Clinically Validated,,"Developed by users with hearing loss, the Concha Sol™ Hearing Aids provide real-world speech clarity, even in noisy environments, to empower you to hear clearly.",False,0.0,https://www.linkedin.com/company/conchalabs,https://twitter.com/conchalabs?lang=en,
